id;graphic_design;top_1_section;top_2_section;top_3_section
80646;A;1;2;3
47945;A;1;3;2
18814;B;3;5;4
82170;C;3;6;0
6251;B;4;3;5
72872;B;4;3;5
20510;B;3;4;5
7593;B;4;3;5
61161;B;4;3;5
82374;C;6;3;0
28145;B;4;3;5
23743;B;4;5;3
44588;A;1;3;2
1822;A;1;3;2
36809;B;4;5;3
5157;B;4;3;5
50600;A;1;3;2
44473;C;6;3;0
83334;B;4;5;3
20649;B;4;3;5
12494;C;6;3;0
67875;B;4;5;3
101717;B;3;4;5
31400;A;3;1;2
55040;B;4;3;5
100184;B;4;3;5
49424;B;4;5;3
20418;A;1;3;2
34853;B;3;5;4
32463;B;4;3;5
89159;B;4;5;3
60796;B;4;3;5
58932;A;3;2;1
92880;B;3;5;4
75352;B;4;3;5
71420;B;4;5;3
18403;A;3;1;2
39434;A;3;1;2
64623;B;4;3;5
15137;A;3;1;2
40555;B;3;4;5
22068;B;4;3;5
41441;B;4;3;5
111572;A;3;1;2
38799;B;4;3;5
74636;B;4;3;5
56594;B;4;5;3
32737;B;4;3;5
38856;B;3;5;4
74840;B;4;5;3
56574;B;4;3;5
11869;B;4;5;3
30310;B;4;3;5
38242;C;6;3;0
97009;B;4;5;3
102930;B;4;3;5
115068;C;6;3;0
23918;C;6;3;0
6519;B;4;3;5
18387;A;3;1;2
71217;A;3;1;2
96802;B;4;3;5
54107;A;3;1;2
87046;A;1;2;3
37248;A;1;3;2
13789;B;3;5;4
8424;B;4;5;3
21979;A;1;3;2
25409;B;4;5;3
32822;C;3;6;0
70816;B;3;4;5
37712;A;1;3;2
67225;A;3;1;2
96589;A;3;1;2
23114;C;3;6;0
12454;A;3;2;1
82417;B;4;3;5
22071;A;3;2;1
84523;B;3;5;4
45893;B;4;3;5
71912;B;4;5;3
29616;A;1;3;2
99941;B;3;4;5
38752;B;3;4;5
20101;A;3;2;1
39462;B;4;5;3
7065;C;6;3;0
87153;A;3;1;2
11309;B;4;3;5
9373;B;4;5;3
59825;A;3;1;2
74559;A;3;2;1
20715;A;3;1;2
25630;A;3;1;2
9334;C;6;3;0
5033;A;1;3;2
95039;B;4;5;3
100466;A;3;1;2
90286;B;4;5;3
84033;B;3;5;4
693;B;3;4;5
42219;B;4;5;3
38974;B;4;3;5
33688;A;3;1;2
52811;A;3;2;1
50522;A;3;2;1
34006;C;6;3;0
37345;C;6;3;0
90457;B;4;3;5
24991;B;4;5;3
62646;B;4;5;3
85135;A;3;1;2
25659;B;3;5;4
100073;B;4;3;5
41140;B;4;3;5
60464;A;1;2;3
112731;B;3;4;5
23880;B;3;5;4
39779;B;4;5;3
6103;A;1;2;3
1462;A;1;3;2
13999;B;4;5;3
103271;B;4;3;5
107215;A;3;1;2
32417;B;4;5;3
40960;C;3;6;0
44466;A;3;1;2
51311;B;3;4;5
23706;A;3;2;1
8134;B;3;4;5
9588;A;3;2;1
36552;A;3;1;2
56709;B;4;3;5
12934;A;1;3;2
86468;A;1;3;2
104587;B;4;5;3
98672;A;3;1;2
61502;A;1;3;2
14212;B;4;5;3
106419;B;4;3;5
64130;B;4;3;5
54734;B;3;5;4
21080;B;4;3;5
61537;B;3;4;5
101503;A;3;2;1
17878;B;4;3;5
80569;B;3;5;4
102466;B;3;5;4
46584;C;6;3;0
86849;B;3;4;5
91534;A;1;2;3
69998;B;4;3;5
77555;A;3;1;2
28120;A;3;1;2
48302;A;3;1;2
108298;C;6;3;0
61807;A;3;1;2
89399;B;4;3;5
93192;B;3;5;4
66233;A;1;3;2
62511;A;1;2;3
73856;B;4;3;5
51153;A;3;2;1
68840;A;1;3;2
49445;A;1;3;2
77536;A;1;3;2
102210;B;4;5;3
7985;C;6;3;0
89199;A;1;2;3
44798;A;3;1;2
70735;B;4;5;3
16816;A;3;1;2
7826;B;4;3;5
46124;C;6;3;0
58002;B;4;3;5
5961;B;3;5;4
89374;B;4;3;5
104760;B;3;4;5
33974;B;4;5;3
17893;A;3;2;1
72072;B;3;4;5
42787;A;3;2;1
96465;B;4;3;5
19125;A;3;2;1
20032;A;3;2;1
26489;B;4;5;3
42612;B;4;5;3
6698;C;6;3;0
94599;B;3;4;5
55784;B;4;3;5
3970;B;4;3;5
89292;B;4;3;5
21952;A;1;2;3
26033;A;3;1;2
107029;B;4;3;5
56275;B;3;5;4
36672;A;3;1;2
58329;B;4;3;5
114238;B;4;3;5
38929;A;3;2;1
91294;B;4;3;5
75251;B;4;5;3
21718;B;4;5;3
74701;A;3;2;1
92166;B;4;3;5
46939;A;1;3;2
36735;B;4;5;3
18051;B;4;3;5
20696;B;4;5;3
48679;A;3;2;1
38197;B;4;3;5
38140;C;6;3;0
82167;B;4;3;5
100827;B;4;3;5
9566;A;1;3;2
98999;B;3;4;5
109783;B;4;3;5
38519;B;3;5;4
38656;C;6;3;0
103542;A;1;2;3
97008;C;6;3;0
29730;C;6;3;0
72729;B;4;5;3
6405;B;3;5;4
56901;C;6;3;0
66721;B;3;5;4
77487;B;4;5;3
81302;B;3;5;4
115405;B;4;3;5
65275;B;3;5;4
81595;B;4;3;5
102795;B;4;3;5
73656;C;6;3;0
64763;A;3;1;2
72654;A;3;2;1
15033;B;4;3;5
26205;B;3;4;5
44438;A;1;3;2
34742;A;1;3;2
93277;A;3;1;2
113028;B;4;3;5
33522;B;4;3;5
39523;A;1;2;3
101749;C;6;3;0
113406;B;4;3;5
76071;A;1;3;2
7761;B;4;3;5
38223;A;3;1;2
53532;B;4;3;5
42451;C;6;3;0
79865;B;4;3;5
63953;A;3;1;2
10456;C;6;3;0
51857;B;4;3;5
4777;B;3;4;5
14456;A;3;1;2
86224;B;4;5;3
16584;A;3;1;2
7951;C;6;3;0
89261;A;1;2;3
82454;C;6;3;0
63115;B;4;3;5
94282;A;3;2;1
52899;A;1;2;3
62469;B;4;5;3
99397;B;4;3;5
21078;A;1;2;3
68236;B;4;3;5
69429;C;6;3;0
109348;B;4;5;3
30607;B;4;3;5
99310;A;3;2;1
9960;B;3;5;4
38442;A;3;1;2
5908;B;3;4;5
1580;C;6;3;0
63068;A;3;2;1
788;A;3;2;1
95965;B;4;3;5
50807;B;4;5;3
5637;A;1;2;3
72245;A;3;2;1
104244;B;4;5;3
23497;A;3;2;1
44114;A;1;2;3
16944;C;6;3;0
85602;B;3;5;4
32551;B;4;3;5
108075;A;1;3;2
60754;C;3;6;0
18876;A;3;1;2
24653;B;4;3;5
70785;B;4;3;5
14590;A;1;3;2
24209;B;3;5;4
69942;B;4;3;5
110019;A;3;1;2
85059;B;4;3;5
56806;B;4;3;5
24424;B;3;5;4
107399;A;3;2;1
96212;B;4;5;3
4859;A;1;2;3
50040;B;4;3;5
69116;A;3;1;2
25138;B;4;5;3
63177;C;6;3;0
83317;B;4;3;5
27015;C;3;6;0
85824;A;3;1;2
58012;B;4;5;3
66003;A;3;1;2
94951;C;3;6;0
41263;A;1;2;3
7612;B;4;3;5
14090;A;3;2;1
96968;C;6;3;0
19796;B;3;5;4
68542;B;4;3;5
83118;B;4;5;3
113699;C;6;3;0
49211;A;1;3;2
23655;B;4;3;5
15730;A;3;1;2
4094;C;3;6;0
81309;A;3;1;2
18919;B;3;4;5
13090;B;4;3;5
77740;B;4;5;3
107540;B;4;3;5
21037;A;3;1;2
6136;B;4;3;5
8642;B;4;3;5
15879;B;4;3;5
21921;A;1;2;3
27465;B;3;4;5
21547;B;4;3;5
3264;A;1;3;2
54126;B;4;3;5
6278;B;4;3;5
40617;B;4;3;5
77722;C;3;6;0
89485;B;3;4;5
49884;B;3;5;4
12688;A;1;3;2
61215;A;3;1;2
97251;B;3;4;5
59107;B;3;5;4
2692;B;4;3;5
63624;B;3;5;4
92951;A;3;1;2
110238;B;3;5;4
104318;B;4;3;5
10050;B;3;4;5
93979;B;3;5;4
52126;B;4;3;5
110829;A;1;3;2
20396;A;3;2;1
11706;A;3;2;1
7239;A;1;3;2
10512;C;6;3;0
1990;A;1;2;3
15538;A;1;2;3
28802;A;1;2;3
44922;A;3;1;2
85884;A;3;1;2
57135;B;3;5;4
13781;A;1;3;2
90005;A;3;1;2
100387;A;3;2;1
89210;B;4;3;5
12853;A;3;1;2
28838;C;6;3;0
41335;A;3;1;2
91937;B;4;3;5
37549;A;1;2;3
8973;C;6;3;0
56737;C;6;3;0
46399;B;3;5;4
75736;B;3;5;4
42511;A;1;3;2
15527;B;4;3;5
35769;B;3;4;5
107825;C;3;6;0
86524;A;3;1;2
60111;B;4;3;5
99651;B;3;4;5
60818;B;4;5;3
87981;A;1;3;2
44389;B;3;4;5
80667;A;3;1;2
76365;A;3;1;2
109038;A;1;3;2
39020;B;3;5;4
38850;B;4;3;5
73410;B;4;5;3
84468;B;4;3;5
83713;C;6;3;0
82465;B;4;5;3
17991;A;3;2;1
76410;C;3;6;0
17026;B;4;3;5
33852;A;3;2;1
80098;A;1;3;2
47553;A;3;2;1
92050;B;4;3;5
91751;C;6;3;0
20706;A;3;1;2
71466;C;6;3;0
6912;B;4;3;5
115503;B;3;4;5
50912;A;1;3;2
56035;B;3;4;5
94725;B;4;3;5
92385;B;4;3;5
13379;A;3;1;2
65927;B;3;4;5
17946;A;1;3;2
58984;B;4;5;3
107960;A;3;2;1
92320;C;3;6;0
70472;A;1;2;3
97543;A;1;3;2
85045;B;3;4;5
90584;A;3;1;2
79565;B;4;3;5
20314;B;4;3;5
77962;C;6;3;0
38575;A;1;3;2
46982;B;4;3;5
109255;B;4;3;5
53674;A;3;1;2
72584;B;4;3;5
15510;A;3;2;1
94587;C;6;3;0
90618;B;4;3;5
97530;C;6;3;0
69875;A;1;2;3
40745;B;4;5;3
102007;B;3;5;4
63981;A;1;3;2
38215;A;3;2;1
93501;B;4;3;5
21769;A;3;1;2
102109;B;4;5;3
61434;B;4;3;5
30694;C;6;3;0
48762;A;1;2;3
103867;C;3;6;0
105534;A;3;1;2
42294;A;3;1;2
99072;A;3;2;1
16966;B;4;3;5
37576;A;3;1;2
59382;A;3;1;2
25484;A;1;3;2
47896;B;4;3;5
6167;B;3;5;4
15074;B;4;5;3
2851;A;3;1;2
114431;B;4;3;5
92618;C;6;3;0
107203;B;4;3;5
71639;B;4;5;3
72742;B;4;3;5
55813;A;3;1;2
98068;A;3;2;1
21664;B;3;4;5
4434;B;3;4;5
55178;B;4;3;5
95463;C;6;3;0
8666;B;4;5;3
47759;C;3;6;0
63219;A;3;1;2
86451;A;1;3;2
16819;A;1;2;3
108255;B;4;5;3
23037;A;1;2;3
79890;B;4;3;5
76006;A;1;3;2
78534;B;4;3;5
87882;A;3;2;1
22435;B;4;3;5
108540;A;3;1;2
78883;A;1;2;3
65608;B;3;5;4
112861;A;1;3;2
5127;B;4;5;3
96093;A;1;3;2
73027;A;3;1;2
56023;B;4;3;5
45357;A;3;1;2
108825;B;4;3;5
28996;B;3;5;4
69667;A;1;3;2
30228;B;4;3;5
8895;A;1;3;2
86385;A;1;3;2
10698;B;4;3;5
18242;A;3;1;2
21682;C;6;3;0
43937;C;3;6;0
94341;A;1;3;2
66331;B;3;5;4
5787;A;3;2;1
110698;B;4;3;5
47086;A;1;3;2
40748;B;4;3;5
50667;A;3;2;1
2463;B;4;3;5
39464;B;3;4;5
89175;A;3;2;1
31962;B;4;5;3
79286;C;6;3;0
29821;B;4;3;5
51922;A;3;1;2
76600;A;3;1;2
15876;A;3;1;2
80801;C;3;6;0
13728;A;1;3;2
38375;B;3;4;5
36534;A;3;1;2
60799;A;1;2;3
10658;B;3;5;4
42934;A;3;1;2
6874;A;3;2;1
113367;B;3;4;5
55896;C;6;3;0
114646;A;3;2;1
86579;A;3;1;2
50508;B;4;3;5
5476;C;6;3;0
44394;A;3;2;1
16559;B;4;3;5
64000;A;1;3;2
38937;B;4;5;3
98709;A;3;2;1
23787;C;6;3;0
31185;A;3;1;2
26419;C;6;3;0
56727;A;3;1;2
43856;C;3;6;0
14317;B;4;3;5
80232;B;3;5;4
64250;C;6;3;0
109371;C;6;3;0
1559;B;4;5;3
18643;B;3;5;4
18667;B;4;5;3
52098;A;3;1;2
73777;B;4;3;5
42962;B;4;3;5
78254;B;4;5;3
12478;B;4;3;5
68861;A;3;1;2
2641;B;4;5;3
99354;A;3;1;2
27640;B;3;5;4
16016;C;6;3;0
50310;B;4;5;3
22682;B;4;5;3
11838;B;4;5;3
53311;A;3;1;2
41468;B;4;3;5
48707;C;3;6;0
32318;B;3;5;4
48687;B;4;5;3
21053;B;4;5;3
110610;B;3;5;4
111288;A;3;1;2
63303;B;4;5;3
3134;A;3;1;2
4376;C;3;6;0
91152;C;3;6;0
53949;B;4;5;3
69566;B;3;5;4
9438;B;4;5;3
28242;B;3;4;5
16417;A;3;1;2
25651;B;4;3;5
73227;B;3;4;5
9761;B;4;3;5
102384;C;6;3;0
3338;A;1;2;3
114325;C;6;3;0
110296;B;3;4;5
15830;A;3;2;1
57567;B;4;5;3
77469;A;3;1;2
82814;B;4;3;5
8689;A;3;1;2
53887;A;1;2;3
10053;A;1;2;3
3282;A;3;2;1
35128;A;3;2;1
41981;B;4;5;3
33789;B;3;5;4
3810;B;4;5;3
14165;B;4;3;5
47110;C;6;3;0
12269;B;3;4;5
114957;B;4;3;5
6098;B;4;5;3
104901;A;3;1;2
23301;B;4;3;5
93047;B;4;3;5
35694;B;4;3;5
58014;B;4;5;3
48779;B;4;5;3
63572;A;1;3;2
100265;A;1;3;2
60251;C;6;3;0
40977;B;4;3;5
17595;B;3;5;4
1607;B;4;3;5
33162;B;3;5;4
62799;B;3;5;4
33069;B;4;3;5
16303;C;6;3;0
55388;B;4;3;5
87013;B;3;5;4
28714;C;3;6;0
7703;A;3;1;2
87090;A;3;1;2
74487;C;3;6;0
24070;B;4;3;5
94340;A;1;3;2
32202;B;4;3;5
11393;B;3;4;5
90570;B;3;5;4
13843;B;4;5;3
33918;B;4;5;3
48554;A;3;1;2
109396;B;3;4;5
91696;A;1;3;2
111309;B;3;4;5
64511;A;1;3;2
105858;B;4;5;3
72394;C;6;3;0
30532;B;3;4;5
104104;A;3;1;2
100102;B;4;5;3
39306;A;1;3;2
44244;B;3;4;5
1747;A;1;2;3
32124;B;3;5;4
54143;A;3;1;2
10119;C;6;3;0
41647;A;1;3;2
39790;B;4;5;3
93500;A;1;3;2
102152;A;3;1;2
112192;B;4;3;5
55649;B;4;3;5
35458;C;6;3;0
54739;B;4;5;3
37317;C;6;3;0
42418;C;6;3;0
114643;B;4;3;5
30692;C;6;3;0
63928;B;4;3;5
92469;A;3;1;2
11124;B;4;3;5
56095;A;3;2;1
24053;C;3;6;0
46976;B;4;3;5
67305;B;4;5;3
94143;B;4;3;5
14227;A;1;3;2
88085;B;4;5;3
66834;B;3;4;5
86120;B;4;3;5
53804;A;1;2;3
29694;B;4;5;3
40362;A;1;2;3
77005;B;4;3;5
64982;B;4;5;3
35831;B;4;3;5
100137;A;3;1;2
7536;B;4;3;5
88883;B;4;3;5
90784;A;3;1;2
2972;B;4;5;3
51014;B;4;3;5
70739;B;4;3;5
87439;B;4;3;5
60537;C;3;6;0
69327;A;1;3;2
112549;B;4;3;5
8762;B;4;3;5
3727;B;4;3;5
26671;B;4;3;5
7735;B;4;3;5
113068;A;3;1;2
23834;B;3;5;4
96599;B;4;5;3
13015;A;3;1;2
5260;B;4;3;5
67147;B;4;3;5
32485;C;6;3;0
1553;B;4;3;5
25406;A;1;2;3
3128;A;3;2;1
60048;B;4;3;5
35098;C;6;3;0
47928;C;6;3;0
48804;A;3;2;1
91226;B;4;5;3
27862;A;3;2;1
56184;B;4;3;5
105860;B;4;5;3
98403;C;6;3;0
78408;B;3;5;4
32903;B;3;4;5
91141;B;3;5;4
39247;A;1;3;2
109260;B;3;4;5
111535;B;4;3;5
73115;B;4;3;5
24306;B;3;5;4
2229;A;3;1;2
95489;B;4;3;5
114209;B;4;3;5
12413;B;4;3;5
52830;B;4;5;3
92373;A;3;1;2
100903;B;4;5;3
15376;A;3;2;1
4845;A;1;3;2
112635;A;3;1;2
113284;C;6;3;0
108852;B;4;3;5
87653;B;4;5;3
346;B;4;3;5
110412;B;4;3;5
7181;A;1;3;2
46623;B;4;5;3
70300;C;6;3;0
37342;B;3;4;5
2105;C;6;3;0
1750;B;4;5;3
93284;A;3;2;1
53295;B;4;5;3
35599;A;1;3;2
109929;B;4;3;5
4361;B;4;5;3
33099;B;3;5;4
79395;C;3;6;0
64401;C;3;6;0
63645;A;1;2;3
109551;B;4;3;5
19956;B;3;4;5
28109;B;4;3;5
69148;B;4;3;5
62448;A;1;3;2
78392;B;4;3;5
102075;B;4;5;3
23689;B;4;3;5
72076;B;4;3;5
14699;A;1;3;2
40299;B;4;5;3
111141;B;4;3;5
108702;C;6;3;0
44652;B;3;5;4
112915;B;3;5;4
68461;B;4;5;3
24008;B;4;3;5
5323;B;4;3;5
64921;B;3;4;5
69141;B;3;4;5
73639;C;6;3;0
87908;B;4;3;5
80943;A;1;3;2
23470;A;3;1;2
112360;A;3;1;2
6509;A;3;2;1
65583;B;4;5;3
29024;C;3;6;0
98869;A;3;1;2
13274;A;1;3;2
29920;A;1;2;3
40785;B;4;3;5
104669;A;1;3;2
39517;B;4;3;5
52679;A;3;1;2
50663;B;4;5;3
12052;A;3;1;2
70494;B;4;3;5
9542;A;1;2;3
26606;A;3;1;2
90085;A;1;2;3
115285;B;4;3;5
83357;B;4;5;3
25092;C;6;3;0
27876;B;3;5;4
53957;B;4;3;5
114848;B;4;5;3
42791;B;4;3;5
106637;B;4;3;5
69788;B;3;5;4
53600;B;3;5;4
99461;A;1;3;2
80170;C;6;3;0
115553;A;1;3;2
111341;B;4;5;3
79847;C;6;3;0
55011;B;4;5;3
89618;A;1;3;2
15780;B;4;5;3
35307;A;1;3;2
107595;A;3;1;2
86739;A;3;2;1
20915;B;4;3;5
11572;A;3;1;2
76721;B;4;3;5
23752;C;3;6;0
52152;B;4;3;5
110963;A;1;2;3
65307;C;6;3;0
32702;A;3;2;1
96811;B;4;3;5
17256;A;3;2;1
40554;A;3;1;2
23025;A;1;2;3
17864;B;4;3;5
72491;A;3;1;2
112885;A;3;2;1
4519;B;4;3;5
113035;A;1;2;3
33911;A;3;1;2
49419;B;3;4;5
70048;B;4;3;5
64751;B;4;5;3
9878;A;1;3;2
78425;A;3;1;2
10889;A;3;1;2
99225;B;4;3;5
68778;B;4;3;5
85995;B;4;5;3
36221;A;3;2;1
20964;B;3;5;4
13116;B;4;3;5
68660;A;3;1;2
24217;B;4;3;5
112963;B;4;3;5
40600;A;1;3;2
101042;C;3;6;0
52833;A;1;3;2
51608;B;3;5;4
33544;A;1;2;3
24866;B;3;4;5
85846;A;3;2;1
75530;A;1;3;2
66023;A;1;3;2
86172;B;3;5;4
33410;B;4;5;3
38453;B;4;3;5
38786;B;4;5;3
45949;B;4;5;3
16476;B;3;5;4
56397;B;4;3;5
10529;A;1;3;2
85853;B;3;5;4
100373;B;3;4;5
41932;A;3;1;2
96979;A;1;3;2
40440;B;3;4;5
16527;B;4;5;3
20504;B;3;4;5
81291;A;1;3;2
45422;B;3;5;4
71599;A;1;3;2
80229;B;4;5;3
101636;B;4;3;5
68356;B;3;5;4
80691;A;3;2;1
103694;A;1;3;2
87627;B;4;3;5
75489;C;6;3;0
22235;A;3;2;1
101634;C;6;3;0
77825;A;3;2;1
50779;B;4;3;5
13117;B;4;3;5
106585;B;4;3;5
111327;B;3;5;4
47160;B;3;4;5
59637;B;4;5;3
106282;A;3;1;2
50894;A;3;1;2
82825;A;1;3;2
19240;C;6;3;0
115064;A;1;3;2
70077;B;4;5;3
69657;A;3;2;1
78897;B;4;5;3
8044;B;4;5;3
113990;C;6;3;0
113412;B;4;3;5
54825;B;3;5;4
17190;C;6;3;0
53240;B;4;5;3
25564;B;4;3;5
853;B;4;3;5
91812;A;3;2;1
85237;B;4;3;5
2491;B;4;3;5
102190;B;4;3;5
92481;B;4;3;5
58142;A;3;1;2
77619;C;6;3;0
40421;B;3;5;4
86181;C;3;6;0
88367;B;4;5;3
52201;B;4;3;5
104996;B;4;3;5
14319;B;4;3;5
28314;C;6;3;0
54655;B;4;5;3
80134;B;3;5;4
66659;B;4;5;3
36095;B;4;5;3
97780;B;3;4;5
24712;B;4;3;5
94077;B;4;3;5
5362;A;1;2;3
92647;A;3;2;1
46801;B;4;3;5
19859;A;1;3;2
79110;B;4;3;5
68200;B;3;5;4
86193;B;3;5;4
1710;C;6;3;0
3108;A;3;1;2
26169;B;4;3;5
79085;C;6;3;0
82761;A;3;2;1
51308;A;3;1;2
86702;A;3;1;2
23024;C;3;6;0
85737;B;4;5;3
58148;A;3;2;1
28008;B;4;5;3
53201;A;3;2;1
48831;A;1;3;2
67763;A;3;1;2
60586;B;3;4;5
104522;A;1;2;3
83537;B;4;3;5
69082;A;3;2;1
41967;B;4;3;5
19607;A;3;1;2
85349;A;3;1;2
32204;B;4;3;5
98925;B;3;5;4
17009;A;3;1;2
35838;A;1;3;2
55103;A;1;2;3
6660;A;3;1;2
28332;C;6;3;0
102765;B;3;4;5
61430;C;6;3;0
100459;B;4;3;5
114;B;4;5;3
43271;A;3;1;2
13867;B;4;3;5
45114;A;3;2;1
76210;B;4;3;5
8299;B;4;5;3
86063;B;4;3;5
110155;A;1;3;2
31553;B;4;5;3
30858;B;4;5;3
85733;A;1;3;2
71995;B;4;3;5
101480;A;1;3;2
96685;B;3;5;4
94916;A;3;1;2
28755;B;4;3;5
39646;C;6;3;0
104497;A;1;2;3
102392;B;4;3;5
66312;A;3;1;2
47312;B;3;4;5
13539;A;3;2;1
58278;A;1;2;3
91376;B;3;4;5
102382;A;3;2;1
40674;C;6;3;0
9465;A;1;3;2
17101;B;3;4;5
69398;A;1;3;2
45052;C;3;6;0
9439;A;1;2;3
43259;C;6;3;0
80109;B;4;3;5
95783;C;6;3;0
114791;B;3;4;5
39063;A;3;2;1
22975;C;6;3;0
68263;B;3;5;4
93970;B;4;3;5
7154;A;1;3;2
114609;B;4;3;5
51501;A;3;2;1
42680;A;3;2;1
65032;B;4;3;5
29280;B;4;3;5
6991;A;1;2;3
73395;C;3;6;0
107271;B;4;3;5
11984;A;1;3;2
59786;A;1;3;2
64783;B;4;5;3
89058;B;3;4;5
66512;A;1;2;3
20832;B;3;5;4
90101;B;4;5;3
68901;B;4;3;5
29527;B;3;4;5
79715;B;4;3;5
5973;C;6;3;0
67491;A;1;3;2
22967;B;4;3;5
37206;B;3;5;4
12875;A;1;2;3
54001;B;3;4;5
41878;B;4;3;5
49866;B;3;5;4
58345;A;1;2;3
29388;A;3;2;1
75320;C;6;3;0
54900;A;1;2;3
3330;B;4;3;5
17650;B;4;3;5
63691;B;4;3;5
18931;C;6;3;0
106450;A;1;3;2
50362;A;3;1;2
21553;C;6;3;0
93199;A;1;2;3
12587;B;3;5;4
98307;B;4;3;5
83966;B;4;5;3
67268;B;4;5;3
66140;B;4;5;3
12074;B;4;5;3
32878;B;3;4;5
12082;B;4;3;5
29221;B;4;3;5
52224;C;3;6;0
34149;B;4;3;5
22829;B;4;5;3
21406;B;4;3;5
108143;A;3;2;1
95808;A;1;3;2
69050;A;1;3;2
45390;A;3;2;1
43695;B;3;4;5
53127;B;3;5;4
61738;B;4;5;3
15995;B;4;5;3
79483;B;4;5;3
35632;A;3;1;2
70278;B;3;4;5
6166;B;4;3;5
45627;A;1;2;3
107624;A;3;1;2
25957;B;4;3;5
107071;B;4;5;3
60445;A;1;2;3
95430;B;3;5;4
92354;B;3;5;4
7324;A;3;2;1
92047;B;3;4;5
112524;C;6;3;0
97856;C;6;3;0
38517;B;4;3;5
41392;B;3;4;5
43811;B;4;3;5
17941;B;4;5;3
2713;A;1;2;3
75468;B;4;5;3
91807;B;4;5;3
43405;B;4;3;5
14131;A;1;3;2
98587;B;4;3;5
107902;A;1;2;3
26687;A;3;2;1
53429;A;1;3;2
33927;B;4;5;3
53873;A;1;2;3
11300;A;1;3;2
50543;A;3;1;2
59757;B;4;5;3
109019;B;4;5;3
52117;B;4;3;5
110715;A;3;1;2
23356;A;1;2;3
55960;B;3;5;4
30195;B;4;5;3
94002;A;3;2;1
59339;A;1;3;2
56554;B;4;3;5
44889;B;4;3;5
69966;B;4;5;3
36981;B;4;3;5
105016;B;3;5;4
101857;B;4;3;5
7682;A;3;2;1
19362;A;3;2;1
47893;B;4;5;3
66884;A;1;2;3
116006;A;3;1;2
47776;A;1;2;3
39858;B;4;5;3
84753;B;4;3;5
43898;A;1;3;2
66286;A;3;1;2
23899;B;3;4;5
83771;A;3;1;2
85509;A;1;3;2
9893;B;4;3;5
98677;B;4;5;3
35774;B;3;5;4
689;B;4;5;3
29362;C;3;6;0
46191;B;4;3;5
7588;B;4;5;3
64618;B;4;3;5
87029;B;3;5;4
69190;C;6;3;0
71411;C;6;3;0
21407;B;4;3;5
53890;A;1;2;3
36768;B;3;5;4
96706;B;4;3;5
80601;B;4;5;3
66637;B;3;5;4
47072;A;1;3;2
107425;B;4;3;5
2442;B;4;3;5
30619;B;3;4;5
103807;B;4;3;5
25330;B;3;4;5
47805;B;3;4;5
76154;B;4;3;5
94620;A;1;3;2
13552;A;3;2;1
85076;B;4;5;3
30632;B;3;4;5
65604;B;4;5;3
115588;B;4;3;5
42238;A;1;3;2
16442;B;3;5;4
76531;B;4;3;5
29372;C;3;6;0
69807;B;3;4;5
62082;A;3;1;2
2391;A;3;1;2
10015;A;3;2;1
22792;A;1;2;3
55002;A;1;3;2
108195;B;4;5;3
35647;A;3;1;2
8265;A;1;3;2
114008;B;3;5;4
92023;C;6;3;0
22624;A;3;2;1
32652;A;1;3;2
93713;A;1;3;2
21232;A;3;1;2
52921;B;3;5;4
84600;A;3;2;1
49048;B;4;3;5
38932;B;4;5;3
108063;C;6;3;0
94109;B;4;5;3
33025;A;1;2;3
113147;B;3;5;4
5015;B;4;5;3
94501;A;3;2;1
16863;A;1;3;2
54883;C;6;3;0
98441;C;6;3;0
34713;A;1;3;2
24007;A;3;2;1
98687;B;3;4;5
101564;C;6;3;0
50057;B;4;5;3
64255;A;3;1;2
113575;C;6;3;0
39028;B;4;3;5
57724;A;1;3;2
78162;A;3;2;1
14843;A;1;3;2
87597;B;4;3;5
86073;B;4;3;5
102136;A;3;1;2
85976;C;6;3;0
58129;C;3;6;0
69304;B;3;4;5
70468;B;4;3;5
88200;B;4;5;3
58219;B;4;3;5
70916;B;4;3;5
43278;B;3;4;5
36376;B;4;5;3
113729;C;6;3;0
39386;B;4;3;5
87395;A;1;3;2
101388;A;3;1;2
103441;B;4;5;3
65682;B;4;3;5
48879;B;4;3;5
83427;A;1;3;2
2380;A;3;1;2
111879;B;4;3;5
73896;A;1;3;2
98135;B;4;5;3
81574;B;4;3;5
44898;A;1;3;2
64548;C;3;6;0
80255;B;4;3;5
20845;B;4;3;5
12272;B;4;3;5
40295;B;3;4;5
46882;B;4;5;3
7589;A;3;1;2
86883;C;6;3;0
82949;B;4;5;3
54406;B;4;3;5
62335;B;4;3;5
116117;B;4;3;5
91106;B;3;4;5
41257;B;3;4;5
39377;A;3;1;2
45012;A;3;1;2
76412;A;1;2;3
99343;B;4;3;5
69699;B;4;3;5
67111;A;1;3;2
32041;B;3;4;5
55843;B;4;3;5
6259;A;3;1;2
70649;A;3;1;2
51688;B;3;5;4
33020;A;1;2;3
26486;A;3;2;1
14825;B;3;4;5
13639;B;4;3;5
47883;B;4;5;3
24687;A;1;3;2
89936;A;3;1;2
84227;A;1;3;2
62228;A;3;1;2
21285;B;4;3;5
34388;B;4;3;5
3414;C;6;3;0
7675;A;3;2;1
41741;A;1;3;2
61026;B;4;3;5
89046;B;3;4;5
112265;B;4;3;5
19295;C;6;3;0
51423;B;3;4;5
17938;B;4;3;5
44859;B;4;5;3
30795;A;3;1;2
9317;A;1;2;3
